v,comuna,manzana,predio,rol,_ok,_status,nombreComuna,direccion_sii,lat,lon,valorTotal,valorAfecto,valorExento,supTerreno,supConsMt2,supConsMt3,valorComercial_clp_m2,txt_direccion,txt_avaluo_total,txt_avaluo_exento,txt_cuota_trimestral,txt_serie,txt_ind_aseo,txt_anio_term_exencion,txt_cod_ubicacion,txt_cod_destino,_extra_json,ah,ah_coefVariacion,ah_eac,ah_eacano,ah_mediana,ah_numeroMuestras,ah_rangoSuperficie,ah_utm_x,ah_utm_y,ah_valorUnitario,cap__observatorio_de_mercado_de_suelo_urbano_2025__comuna,cap__observatorio_de_mercado_de_suelo_urbano_2025__código_área_homogénea,cap__observatorio_de_mercado_de_suelo_urbano_2025__región,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_bodega,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_comercio,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_estacionamiento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_industria,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_oficina,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_destino_sitio_eriazo,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_casa,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_habitacional_departamento,cap__observatorio_de_mercado_de_suelo_urbano_2025__transacciones_otros_destinos,cap__observatorio_de_mercado_de_suelo_urbano_2025__valor_comercial_m²_de_suelo,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea,cap__áreas_homogéneas_rav_sne_2025__código_área_homogénea__2,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²,cap__áreas_homogéneas_rav_sne_2025__rango_superficie_predial_en_m²__2,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno,cap__áreas_homogéneas_rav_sne_2025__valor_m²_de_terreno__2,destinoDescripcion,eacano,eacs,eacsDescripcion,existePredio,medidaSup,medidaSupConst,obs_codigo_area_homogenea,obs_comuna,obs_region,obs_tx_destino_bodega,obs_tx_destino_comercio,obs_tx_destino_estacionamiento,obs_tx_destino_industria,obs_tx_destino_oficina,obs_tx_destino_sitio_eriazo,obs_tx_habitacional_casa,obs_tx_habitacional_departamento,obs_tx_otros_destinos,obs_valor_comercial_m2_suelo,periodo,predioPublicado_comuna,predioPublicado_id,predioPublicado_manzana,predioPublicado_predio,predioPublicado_utm_x,predioPublicado_utm_y,rangoSuperficie,sector,tablaOrigen,ubicacion,_poly_idx,_match_method,pol_area_m2,dc_contribucion_semestral,dc_cod_destino,dc_avaluo_fiscal,dc_avaluo_exento,dc_sup_terreno,dc_cod_ubicacion,dc_direccion,dc_bc1_comuna,dc_bc1_manzana,dc_bc1_predio,dc_bc2_comuna,dc_bc2_manzana,dc_bc2_predio,dc_padre_comuna,dc_padre_manzana,dc_padre_predio,n_lineas_construccion,sup_construida_total,anio_construccion_min,anio_construccion_max,materiales,calidades,pisos_max,serie,destino_limpio,distancia_tramo_m
16106|01760|00823,16106.0,1760.0,823.0,01760-00823,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 430 ,-33.479395,-70.652993,2012114.0,2012114.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 430,1982378.0,0.0,5288.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,10576.0,L,1982378.0,0.0,0.0,U,ARCADIA 1431 BD 430,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2023.0,2023.0,B,4,17.0,N,Bodega / Almacenaje,250.86431013578272
16106|00648|00848,16106.0,648.0,848.0,00648-00848,True,200.0,SAN MIGUEL,AV C SILVA VILDOSOLA 1068 BX 167 ,-33.478188,-70.647421,5901408.0,5901408.0,0.0,0.0,0.0,0.0,194438.0,AV C SILVA VILDOSOLA 1068 BX 167,5814195.0,0.0,15510.0,N,,0.0,U,Z,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,31020.0,Z,5814195.0,0.0,0.0,U,AV C SILVA VILDOSOLA 1068 BX 167,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2020.0,2020.0,B,4,21.0,N,Estacionamiento,217.8908005071924
16106|00360|00356,16106.0,360.0,356.0,00360-00356,True,200.0,SAN MIGUEL,MILAN 1437 BX 111 ,-33.477228,-70.652155,7851895.0,7851895.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1437 BX 111,7735857.0,0.0,20636.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127539113.0,360.0,90018.0,346490.3933,6294584.3993,,0.0,PREDIOS_NACIONAL,URBANA,11.0,1_contains,3825.92783954474,41272.0,Z,7735857.0,0.0,0.0,U,MILAN 1437 BX 111,16106.0,360.0,90018.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2017.0,2017.0,B,4,25.0,N,Estacionamiento,194.15049796505963
16106|00360|00367,16106.0,360.0,367.0,00360-00367,True,200.0,SAN MIGUEL,MILAN 1437 BX 122 ,-33.477228,-70.652155,7851895.0,7851895.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1437 BX 122,7735857.0,0.0,20636.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,127539113.0,360.0,90018.0,346490.3933,6294584.3993,,0.0,PREDIOS_NACIONAL,URBANA,11.0,1_contains,3825.92783954474,41272.0,Z,7735857.0,0.0,0.0,U,MILAN 1437 BX 122,16106.0,360.0,90018.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2017.0,2017.0,B,4,25.0,N,Estacionamiento,194.15049796505963
16106|00848|00831,16106.0,848.0,831.0,00848-00831,True,200.0,SAN MIGUEL,RIVAS 1050 BX - BD 50 - 45,-33.479299,-70.647374,10071299.0,10071299.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1050 BX - BD,9922462.0,0.0,26468.0,N,,0.0,U,Z,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,52936.0,Z,9922462.0,0.0,0.0,U,RIVAS 1050 BX - BD,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,2018.0,2018.0,B,4,25.0,N,Estacionamiento,182.4072704445809
16106|00648|00754,16106.0,648.0,754.0,00648-00754,True,200.0,SAN MIGUEL,AV C SILVA VILDOSOLA 1068 BX 85 BD 87,-33.478188,-70.647421,6944138.0,6944138.0,0.0,0.0,0.0,0.0,194438.0,AV C SILVA VILDOSOLA 1068 BX 85,6841515.0,0.0,18250.0,N,,0.0,U,L,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,36500.0,L,6841515.0,0.0,0.0,U,AV C SILVA VILDOSOLA 1068 BX 85,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2020.0,2020.0,B,4,21.0,N,Bodega / Almacenaje,217.8908005071924
16106|01760|00786,16106.0,1760.0,786.0,01760-00786,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 385 ,-33.479395,-70.652993,1976680.0,1976680.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 385,1947468.0,0.0,5195.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,10390.0,L,1947468.0,0.0,0.0,U,ARCADIA 1431 BD 385,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2020.0,2020.0,B,4,16.0,N,Bodega / Almacenaje,250.86431013578272
16106|00652|00284,16106.0,652.0,284.0,00652-00284,True,200.0,SAN MIGUEL,MILAN 1242 BX 70 BD 15,-33.477976,-70.650177,11886710.0,11886710.0,0.0,0.0,0.0,0.0,266986.0,MILAN 1242 BX 70,11711043.0,0.0,31240.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,152450014.0,652.0,90072.0,346675.55875,6294504.43532299,,0.0,PREDIOS_NACIONAL,URBANA,222.0,1_contains,4003.160614679665,62480.0,Z,11711043.0,0.0,0.0,U,MILAN 1242 BX 70,16106.0,652.0,90072.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2022.0,2022.0,B,4,1.0,N,Estacionamiento,58.145216885124164
16106|01760|00684,16106.0,1760.0,684.0,01760-00684,True,200.0,SAN MIGUEL,ARCADIA 1431 BX 340 ,-33.479395,-70.652993,6614560.0,6614560.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BX 340,6516808.0,0.0,17385.0,N,,0.0,U,Z,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,34770.0,Z,6516808.0,0.0,0.0,U,ARCADIA 1431 BX 340,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2020.0,2020.0,B,4,16.0,N,Estacionamiento,250.86431013578272
16106|00648|00138,16106.0,648.0,138.0,00648-00138,True,200.0,SAN MIGUEL,RIVAS 1061 DP 1206 ,-33.478188,-70.647421,45741048.0,0.0,45741048.0,0.0,0.0,0.0,194438.0,RIVAS 1061 DP 1206,45065069.0,45065069.0,0.0,N,,2039.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,0.0,H,45065069.0,45065069.0,0.0,U,RIVAS 1061 DP 1206,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,2019.0,2019.0,B,3,19.0,N,Habitacional,217.8908005071924
16106|00848|00442,16106.0,848.0,442.0,00848-00442,True,200.0,SAN MIGUEL,RIVAS 1050 BX 34 ,-33.479299,-70.647374,7115836.0,7115836.0,0.0,0.0,0.0,0.0,194438.0,RIVAS 1050 BX 34,7010675.0,0.0,18701.0,N,,0.0,U,Z,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,151458497.0,848.0,90029.0,346938.33685,6294361.8048,,0.0,PREDIOS_NACIONAL,URBANA,568.0,1_contains,8347.324934022563,37402.0,Z,7010675.0,0.0,0.0,U,RIVAS 1050 BX 34,16106.0,848.0,90029.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2018.0,2018.0,B,4,25.0,N,Estacionamiento,182.4072704445809
16106|00652|00744,16106.0,652.0,744.0,00652-00744,True,200.0,SAN MIGUEL,EUCLIDES 1215 BX 135 ,-33.478231,-70.6498,7022908.0,7022908.0,0.0,0.0,0.0,0.0,266986.0,EUCLIDES 1215 BX 135,6919121.0,0.0,18458.0,N,,0.0,U,Z,,HBB001,,,,,,,,,,SAN MIGUEL,HBB001,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",HBB001,, 40 - 550  m²,,$266.986,,ESTACIONAMIENTO,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HBB001,SAN MIGUEL,XIII Región Metropolitana,54.0,3.0,63.0,1.0,1.0,0.0,51.0,52.0,1.0,"11,85 UF",PRIMER SEMESTRE DE 2026,16106.0,152935400.0,652.0,90285.0,346711.03895,6294476.6719,,0.0,PREDIOS_NACIONAL,URBANA,234.0,1_contains,3071.7078809583936,36916.0,Z,6919121.0,0.0,0.0,U,EUCLIDES 1215 BX 135,16106.0,652.0,90285.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2024.0,2024.0,B,4,2.0,N,Estacionamiento,60.665852304748874
16106|01760|00567,16106.0,1760.0,567.0,01760-00567,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 277 ,-33.479395,-70.652993,1452386.0,1452386.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 277,1430922.0,0.0,3818.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,7636.0,L,1430922.0,0.0,0.0,U,ARCADIA 1431 BD 277,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2023.0,2023.0,B,4,17.0,N,Bodega / Almacenaje,250.86431013578272
16106|00648|00699,16106.0,648.0,699.0,00648-00699,True,200.0,SAN MIGUEL,AV C SILVA VILDOSOLA 1068 DP 1606 ,-33.478188,-70.647421,43282019.0,0.0,43282019.0,0.0,0.0,0.0,194438.0,AV C SILVA VILDOSOLA 1068 DP 1606,42642381.0,42642381.0,0.0,N,,2040.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,0.0,H,42642381.0,42642381.0,0.0,U,AV C SILVA VILDOSOLA 1068 DP 1606,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,2020.0,2020.0,B,3,21.0,N,Habitacional,217.8908005071924
16106|01748|00055,16106.0,1748.0,55.0,01748-00055,True,200.0,SAN MIGUEL,F BERLINER 2720 ,-33.480539,-70.647053,25008459.0,0.0,25008459.0,0.0,0.0,0.0,194438.0,F BERLINER 2720,24638874.0,24638874.0,0.0,N,,0.0,U,H,,XBB002,0.0,14.0,2022.0,0.0,0.0,70 - 540,347191.85705,6294186.2261,154130.0,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127551111.0,1748.0,55.0,346970.3543,6294224.8221,70 - 540,0.0,PREDIOS_NACIONAL,URBANA,782.0,1_contains,98.2447274629166,0.0,H,24638874.0,24638874.0,70.0,U,F BERLINER 2720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,1985.0,1998.0,E,4,1.0,N,Habitacional,251.9073228103843
16106|01952|00754,16106.0,1952.0,754.0,01952-00754,True,200.0,SAN MIGUEL,RICARDO MORALES 2960 BD 72 ,-33.480904,-70.651089,1949829.0,1949829.0,0.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2960 BD 72,1921014.0,0.0,5124.0,N,,0.0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553069.0,1952.0,90568.0,346595.949,6294178.4148,,0.0,PREDIOS_NACIONAL,URBANA,914.0,1_contains,5277.489230276902,10248.0,L,1921014.0,0.0,0.0,U,RICARDO MORALES 2960 BD 72,16106.0,1952.0,90568.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2004.0,2004.0,B,4,16.0,N,Bodega / Almacenaje,239.59749525013834
16106|01956|00382,16106.0,1956.0,382.0,01956-00382,True,200.0,SAN MIGUEL,RICARDO MORALES 2994 BD 74 ,-33.481316,-70.651229,2018395.0,2018395.0,0.0,0.0,0.0,0.0,317004.0,RICARDO MORALES 2994 BD 74,1988566.0,0.0,5305.0,N,,0.0,U,L,,HMA070,,,,,,,,,,SAN MIGUEL,HMA070,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",HMA070,, 110 - 840  m²,,$317.004,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMA070,SAN MIGUEL,XIII Región Metropolitana,44.0,0.0,61.0,0.0,0.0,0.0,4.0,78.0,0.0,"14,07 UF",PRIMER SEMESTRE DE 2026,16106.0,127553317.0,1956.0,90208.0,346583.6417,6294132.4556,,0.0,PREDIOS_NACIONAL,URBANA,988.0,1_contains,3403.0832457414044,10610.0,L,1988566.0,0.0,0.0,U,RICARDO MORALES 2994 BD 74,16106.0,1956.0,90208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2017.0,2017.0,B,4,15.0,N,Bodega / Almacenaje,282.9281360184239
16106|00648|00638,16106.0,648.0,638.0,00648-00638,True,200.0,SAN MIGUEL,AV C SILVA VILDOSOLA 1068 DP 908 ,-33.478188,-70.647421,53460815.0,0.0,53460815.0,0.0,0.0,0.0,194438.0,AV C SILVA VILDOSOLA 1068 DP 908,52670750.0,52670750.0,0.0,N,,2040.0,U,H,,XBB002,,,,,,,,,,SAN MIGUEL,XBB002,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",XBB002,, 70 - 540  m²,,$194.438,,HABITACIONAL,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,XBB002,SAN MIGUEL,XIII Región Metropolitana,350.0,8.0,279.0,7.0,1.0,1.0,17.0,439.0,4.0,"8,63 UF",PRIMER SEMESTRE DE 2026,16106.0,127553465.0,648.0,90034.0,346932.0114,6294484.9651,,0.0,PREDIOS_NACIONAL,URBANA,283.0,1_contains,6558.147587851101,0.0,H,52670750.0,52670750.0,0.0,U,AV C SILVA VILDOSOLA 1068 DP 908,16106.0,648.0,90034.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,2020.0,2020.0,B,3,21.0,N,Habitacional,217.8908005071924
16106|01760|00299,16106.0,1760.0,299.0,01760-00299,True,200.0,SAN MIGUEL,ARCADIA 1431 BD 449 ,-33.479395,-70.652993,1646784.0,1646784.0,0.0,0.0,0.0,0.0,259551.0,ARCADIA 1431 BD 449,1622447.0,0.0,4329.0,N,,0.0,U,L,,HMB005,,,,,,,,,,SAN MIGUEL,HMB005,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",HMB005,, 180 - 440  m²,,$259.551,,BODEGA Y ALMACENAJE,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,HMB005,SAN MIGUEL,XIII Región Metropolitana,267.0,3.0,285.0,1.0,0.0,1.0,22.0,356.0,1.0,"11,52 UF",PRIMER SEMESTRE DE 2026,16106.0,127548719.0,1761.0,90017.0,346416.31483125,6294342.9243125,,0.0,PREDIOS_NACIONAL,URBANA,520.0,1_contains,3720.90761362951,8658.0,L,1622447.0,0.0,0.0,U,ARCADIA 1431 BD 449,16106.0,1761.0,90017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2023.0,2023.0,B,4,17.0,N,Bodega / Almacenaje,250.86431013578272
16106|01748|00062,16106.0,1748.0,62.0,01748-00062,True,200.0,SAN MIGUEL,GRAN AVENIDA 2820 ,-33.480429,-70.647837,530639577.0,0.0,530639577.0,0.0,0.0,0.0,331423.0,GRAN AVENIDA 2820,522797582.0,522797582.0,0.0,N,,2055.0,U,E,,CMM010,0.0,14.0,2022.0,0.0,0.0,130 - 580,346858.8852,6294226.268775,262717.0,SAN MIGUEL,CMM010,XIII Región Metropolitana,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"14,71 UF",CMM010,, 130 - 580  m²,,$331.423,,EDUCACION Y CULTURA,2022.0,14.0,RAV NO AGRICOLA 2022,1.0,m²,m²,CMM010,SAN MIGUEL,XIII Región Metropolitana,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"14,71 UF",PRIMER SEMESTRE DE 2026,16106.0,127549203.0,1748.0,62.0,346897.29715,6294235.9084,130 - 580,0.0,PREDIOS_NACIONAL,URBANA,784.0,1_contains,2300.1925710814457,0.0,E,522797582.0,522797582.0,1438.0,U,GRAN AVENIDA 2820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1143.0,1960.0,1986.0,C|E|F|GE,3|4,2.0,N,Educación y cultura,186.3257171717799
